Date,Transport_Type,Total_Ridership,Percent_compared_to_pre_pandemic_day
2021-05-25,Staten Island Railway,4683,27
2021-05-26,Staten Island Railway,4429,25
2021-05-27,Staten Island Railway,4619,27
2021-05-28,Staten Island Railway,4047,23
2021-05-29,Staten Island Railway,1332,27
2021-05-30,Staten Island Railway,956,27
2021-05-31,Staten Island Railway,1651,47
2021-06-01,Staten Island Railway,4705,29
2021-06-02,Staten Island Railway,4772,29
2021-06-03,Staten Island Railway,4419,27
2021-06-04,Staten Island Railway,4308,27
2021-06-05,Staten Island Railway,0,0
2021-06-06,Staten Island Railway,0,0
2021-06-07,Staten Island Railway,4348,27
2021-06-08,Staten Island Railway,4561,28
2021-06-09,Staten Island Railway,4586,28
2021-06-10,Staten Island Railway,4801,30
2021-06-11,Staten Island Railway,4371,27
2021-06-12,Staten Island Railway,0,0
2021-06-13,Staten Island Railway,0,0
2021-06-14,Staten Island Railway,4205,26
2021-06-15,Staten Island Railway,4925,30
2021-06-16,Staten Island Railway,4745,29
2021-06-17,Staten Island Railway,4989,31
2021-06-18,Staten Island Railway,4549,117
2021-06-19,Staten Island Railway,0,0
2021-06-20,Staten Island Railway,0,0
2021-06-21,Staten Island Railway,4601,28
2021-06-22,Staten Island Railway,4648,29
2021-06-23,Staten Island Railway,5027,31
2021-06-24,Staten Island Railway,5045,31
2021-06-25,Staten Island Railway,4712,29
2021-06-26,Staten Island Railway,1682,33
2021-06-27,Staten Island Railway,1436,37
2021-06-28,Staten Island Railway,4564,28
2021-06-29,Staten Island Railway,4717,29
2021-06-30,Staten Island Railway,4476,28
2021-07-01,Staten Island Railway,4598,33
2021-07-02,Staten Island Railway,4258,31
2021-07-03,Staten Island Railway,1768,35
2021-07-04,Staten Island Railway,1815,51
2021-07-05,Staten Island Railway,2005,56
2021-07-06,Staten Island Railway,4690,34
2021-07-07,Staten Island Railway,5028,36
2021-07-08,Staten Island Railway,4785,35
2021-07-09,Staten Island Railway,4325,31
2021-07-10,Staten Island Railway,2204,43
2021-07-11,Staten Island Railway,1549,43
2021-07-12,Staten Island Railway,4563,33
2021-07-13,Staten Island Railway,5117,37
2021-07-14,Staten Island Railway,5018,36
2021-07-15,Staten Island Railway,5209,38
2021-07-16,Staten Island Railway,4626,34
2021-07-17,Staten Island Railway,0,0
2021-07-18,Staten Island Railway,0,0
2021-07-19,Staten Island Railway,4717,34
2021-07-20,Staten Island Railway,5015,36
2021-07-21,Staten Island Railway,4934,36
2021-07-22,Staten Island Railway,5187,38
2021-07-23,Staten Island Railway,4713,34
2021-07-24,Staten Island Railway,0,0
2021-07-25,Staten Island Railway,0,0
2021-07-26,Staten Island Railway,4714,34
2021-07-27,Staten Island Railway,5132,37
2021-07-28,Staten Island Railway,5004,36
2021-07-29,Staten Island Railway,4743,34
2021-07-30,Staten Island Railway,4812,35
2021-07-31,Staten Island Railway,0,0
2021-08-01,Staten Island Railway,0,0
2021-08-02,Staten Island Railway,4799,36
2021-08-03,Staten Island Railway,5262,39
2021-08-04,Staten Island Railway,5016,37
2021-08-05,Staten Island Railway,5097,38
2021-08-06,Staten Island Railway,4500,34
2021-08-07,Staten Island Railway,0,0
2021-08-08,Staten Island Railway,0,0
2021-08-09,Staten Island Railway,4845,36
2021-08-10,Staten Island Railway,5037,38
2021-08-11,Staten Island Railway,4928,37
2021-08-12,Staten Island Railway,4764,36
2021-08-13,Staten Island Railway,4522,34
2021-08-14,Staten Island Railway,0,0
2021-08-15,Staten Island Railway,0,0
2021-08-16,Staten Island Railway,4769,36
2021-08-17,Staten Island Railway,5081,38
2021-08-18,Staten Island Railway,4878,36
2021-08-19,Staten Island Railway,4871,36
2021-08-20,Staten Island Railway,4590,34
2021-08-21,Staten Island Railway,1409,30
2021-08-22,Staten Island Railway,560,16
2021-08-23,Staten Island Railway,4062,30
2021-08-24,Staten Island Railway,5041,38
2021-08-25,Staten Island Railway,5165,39
2021-08-26,Staten Island Railway,4995,37
2021-08-27,Staten Island Railway,4392,33
2021-08-28,Staten Island Railway,1661,35
2021-08-29,Staten Island Railway,2076,58
2021-08-30,Staten Island Railway,4695,35
2021-08-31,Staten Island Railway,5390,40
2021-09-01,Staten Island Railway,4551,27
2021-09-02,Staten Island Railway,2620,15
2021-09-03,Staten Island Railway,4450,26
2021-09-04,Staten Island Railway,2104,51
2021-09-05,Staten Island Railway,1541,53
2021-09-06,Staten Island Railway,1966,67
2021-09-07,Staten Island Railway,4795,28
2021-09-08,Staten Island Railway,5228,31
2021-09-09,Staten Island Railway,5378,31
2021-09-10,Staten Island Railway,5377,31
2021-09-11,Staten Island Railway,2182,53
2021-09-12,Staten Island Railway,1679,57
2021-09-13,Staten Island Railway,6133,36
2021-09-14,Staten Island Railway,6672,39
2021-09-15,Staten Island Railway,6410,38
2021-09-16,Staten Island Railway,5308,31
2021-09-17,Staten Island Railway,6131,36
2021-09-18,Staten Island Railway,2582,62
2021-09-19,Staten Island Railway,1897,65
2021-09-20,Staten Island Railway,6548,38
2021-09-21,Staten Island Railway,6998,41
2021-09-22,Staten Island Railway,6812,40
2021-09-23,Staten Island Railway,6724,39
2021-09-24,Staten Island Railway,6294,37
2021-09-25,Staten Island Railway,2719,66
2021-09-26,Staten Island Railway,2238,77
2021-09-27,Staten Island Railway,6715,39
2021-09-28,Staten Island Railway,6827,40
2021-09-29,Staten Island Railway,6789,40
2021-09-30,Staten Island Railway,7104,42
2021-10-01,Staten Island Railway,6325,35
2021-10-02,Staten Island Railway,2562,56
2021-10-03,Staten Island Railway,1904,50
2021-10-04,Staten Island Railway,6591,37
2021-10-05,Staten Island Railway,7027,39
2021-10-06,Staten Island Railway,6972,39
2021-10-07,Staten Island Railway,7298,41
2021-10-08,Staten Island Railway,6660,37
2021-10-09,Staten Island Railway,47,1
2021-10-10,Staten Island Railway,166,4
2021-10-11,Staten Island Railway,3883,22
2021-10-12,Staten Island Railway,7292,41
2021-10-13,Staten Island Railway,7198,40
2021-10-14,Staten Island Railway,7386,41
2021-10-15,Staten Island Railway,6786,38
2021-10-16,Staten Island Railway,2369,52
2021-10-17,Staten Island Railway,1853,49
2021-10-18,Staten Island Railway,6810,38
2021-10-19,Staten Island Railway,7250,41
2021-10-20,Staten Island Railway,7148,40
2021-10-21,Staten Island Railway,7498,42
2021-10-22,Staten Island Railway,6297,35
2021-10-23,Staten Island Railway,2243,49
2021-10-24,Staten Island Railway,1908,51
2021-10-25,Staten Island Railway,7026,39
2021-10-26,Staten Island Railway,5278,30
2021-10-27,Staten Island Railway,7054,40
2021-10-28,Staten Island Railway,7605,43
2021-10-29,Staten Island Railway,6597,37
2021-10-30,Staten Island Railway,2177,48
2021-10-31,Staten Island Railway,1910,51
2021-11-01,Staten Island Railway,6783,40
2021-11-02,Staten Island Railway,5679,33
2021-11-03,Staten Island Railway,7371,43
2021-11-04,Staten Island Railway,7210,42
2021-11-05,Staten Island Railway,6769,40
2021-11-06,Staten Island Railway,2410,70
2021-11-07,Staten Island Railway,2978,97
2021-11-08,Staten Island Railway,6921,41
2021-11-09,Staten Island Railway,7677,45
2021-11-10,Staten Island Railway,7445,44
2021-11-11,Staten Island Railway,5493,179
2021-11-12,Staten Island Railway,6082,36
2021-11-13,Staten Island Railway,2286,66
2021-11-14,Staten Island Railway,1772,58
2021-11-15,Staten Island Railway,6792,40
2021-11-16,Staten Island Railway,7472,44
2021-11-17,Staten Island Railway,7453,44
2021-11-18,Staten Island Railway,7511,44
2021-11-19,Staten Island Railway,6842,40
2021-11-20,Staten Island Railway,2367,68
2021-11-21,Staten Island Railway,1827,60
2021-11-22,Staten Island Railway,6896,41
2021-11-23,Staten Island Railway,7194,42
2021-11-24,Staten Island Railway,6589,39
2021-11-25,Staten Island Railway,1990,65
2021-11-26,Staten Island Railway,3205,104
2021-11-27,Staten Island Railway,2216,64
2021-11-28,Staten Island Railway,1669,54
2021-11-29,Staten Island Railway,6692,39
2021-11-30,Staten Island Railway,7124,42
2021-12-01,Staten Island Railway,7266,47
2021-12-02,Staten Island Railway,7290,47
2021-12-03,Staten Island Railway,6442,41
2021-12-04,Staten Island Railway,56,1
2021-12-05,Staten Island Railway,193,6
2021-12-06,Staten Island Railway,6687,43
2021-12-07,Staten Island Railway,7367,47
2021-12-08,Staten Island Railway,6948,45
2021-12-09,Staten Island Railway,7222,46
2021-12-10,Staten Island Railway,6331,41
2021-12-11,Staten Island Railway,2291,46
2021-12-12,Staten Island Railway,1833,54
2021-12-13,Staten Island Railway,6769,43
2021-12-14,Staten Island Railway,7124,46
2021-12-15,Staten Island Railway,6908,44
2021-12-16,Staten Island Railway,7043,45
2021-12-17,Staten Island Railway,6404,41
2021-12-18,Staten Island Railway,1987,40
2021-12-19,Staten Island Railway,1694,50
2021-12-20,Staten Island Railway,5979,38
2021-12-21,Staten Island Railway,5772,37
2021-12-22,Staten Island Railway,5594,36
2021-12-23,Staten Island Railway,5000,32
2021-12-24,Staten Island Railway,2289,67
2021-12-25,Staten Island Railway,1008,20
2021-12-26,Staten Island Railway,1746,51
2021-12-27,Staten Island Railway,4026,26
2021-12-28,Staten Island Railway,4372,28
2021-12-29,Staten Island Railway,3996,26
2021-12-30,Staten Island Railway,3944,25
2021-12-31,Staten Island Railway,2270,67
2022-01-01,Staten Island Railway,1262,31
2022-01-02,Staten Island Railway,1571,57
2022-01-03,Staten Island Railway,4515,28
2022-01-04,Staten Island Railway,4795,29
2022-01-05,Staten Island Railway,4659,28
2022-01-06,Staten Island Railway,4909,30
2022-01-07,Staten Island Railway,3628,22
2022-01-08,Staten Island Railway,1672,41
2022-01-09,Staten Island Railway,1210,44
2022-01-10,Staten Island Railway,4954,30
2022-01-11,Staten Island Railway,4655,28
2022-01-12,Staten Island Railway,5024,31
2022-01-13,Staten Island Railway,5132,31
2022-01-14,Staten Island Railway,4774,29
2022-01-15,Staten Island Railway,1449,35
2022-01-16,Staten Island Railway,1140,42
2022-01-17,Staten Island Railway,2190,80
2022-01-18,Staten Island Railway,5381,33
2022-01-19,Staten Island Railway,5598,34
2022-01-20,Staten Island Railway,5031,31
2022-01-21,Staten Island Railway,4748,29
2022-01-22,Staten Island Railway,1642,40
2022-01-23,Staten Island Railway,1245,45
2022-01-24,Staten Island Railway,5188,32
2022-01-25,Staten Island Railway,5625,34
2022-01-26,Staten Island Railway,5197,32
2022-01-27,Staten Island Railway,5271,32
2022-01-28,Staten Island Railway,4994,30
2022-01-29,Staten Island Railway,852,21
2022-01-30,Staten Island Railway,1233,45
2022-01-31,Staten Island Railway,4968,30
2022-02-01,Staten Island Railway,4993,31
2022-02-02,Staten Island Railway,5830,36
2022-02-03,Staten Island Railway,5750,36
2022-02-04,Staten Island Railway,5072,31
2022-02-05,Staten Island Railway,1835,43
2022-02-06,Staten Island Railway,1388,49
2022-02-07,Staten Island Railway,5711,35
2022-02-08,Staten Island Railway,6254,39
2022-02-09,Staten Island Railway,6297,39
2022-02-10,Staten Island Railway,6362,39
2022-02-11,Staten Island Railway,5570,34
2022-02-12,Staten Island Railway,2295,54
2022-02-13,Staten Island Railway,1322,47
2022-02-14,Staten Island Railway,5803,36
2022-02-15,Staten Island Railway,6447,40
2022-02-16,Staten Island Railway,6337,39
2022-02-17,Staten Island Railway,6527,40
2022-02-18,Staten Island Railway,5677,35
2022-02-19,Staten Island Railway,2108,49
2022-02-20,Staten Island Railway,1517,54
2022-02-21,Staten Island Railway,2781,99
2022-02-22,Staten Island Railway,5767,36
2022-02-23,Staten Island Railway,6116,38
2022-02-24,Staten Island Railway,5879,36
2022-02-25,Staten Island Railway,4544,28
2022-02-26,Staten Island Railway,2012,47
2022-02-27,Staten Island Railway,1523,54
2022-02-28,Staten Island Railway,6170,38
2022-03-01,Staten Island Railway,6655,42
2022-03-02,Staten Island Railway,6680,42
2022-03-03,Staten Island Railway,6674,42
2022-03-04,Staten Island Railway,5807,36
2022-03-05,Staten Island Railway,2116,42
2022-03-06,Staten Island Railway,1550,49
2022-03-07,Staten Island Railway,6161,39
2022-03-08,Staten Island Railway,6923,43
2022-03-09,Staten Island Railway,6200,39
2022-03-10,Staten Island Railway,6914,43
2022-03-11,Staten Island Railway,6150,39
2022-03-12,Staten Island Railway,1748,35
2022-03-13,Staten Island Railway,1524,48
2022-03-14,Staten Island Railway,6416,40
2022-03-15,Staten Island Railway,7287,46
2022-03-16,Staten Island Railway,7009,44
2022-03-17,Staten Island Railway,6768,42
2022-03-18,Staten Island Railway,6288,39
2022-03-19,Staten Island Railway,2050,40
2022-03-20,Staten Island Railway,1722,55
2022-03-21,Staten Island Railway,6367,40
2022-03-22,Staten Island Railway,7082,44
2022-03-23,Staten Island Railway,6540,41
2022-03-24,Staten Island Railway,6513,41
2022-03-25,Staten Island Railway,6075,38
2022-03-26,Staten Island Railway,2154,43
2022-03-27,Staten Island Railway,1602,51
2022-03-28,Staten Island Railway,6096,38
2022-03-29,Staten Island Railway,6900,43
2022-03-30,Staten Island Railway,6920,43
2022-03-31,Staten Island Railway,6890,43
2022-04-01,Staten Island Railway,5972,37
2022-04-02,Staten Island Railway,2484,49
2022-04-03,Staten Island Railway,1419,43
2022-04-04,Staten Island Railway,6676,41
2022-04-05,Staten Island Railway,7089,44
2022-04-06,Staten Island Railway,6569,40
2022-04-07,Staten Island Railway,6636,41
2022-04-08,Staten Island Railway,6342,39
2022-04-09,Staten Island Railway,66,1
2022-04-10,Staten Island Railway,13,0
2022-04-11,Staten Island Railway,6354,39
2022-04-12,Staten Island Railway,7099,44
2022-04-13,Staten Island Railway,6593,41
2022-04-14,Staten Island Railway,6381,39
2022-04-15,Staten Island Railway,4728,29
2022-04-16,Staten Island Railway,2133,42
2022-04-17,Staten Island Railway,1640,50
2022-04-18,Staten Island Railway,5209,32
2022-04-19,Staten Island Railway,5841,36
2022-04-20,Staten Island Railway,6097,38
2022-04-21,Staten Island Railway,5738,35
2022-04-22,Staten Island Railway,5340,33
2022-04-23,Staten Island Railway,59,1
2022-04-24,Staten Island Railway,3,0
2022-04-25,Staten Island Railway,6322,39
2022-04-26,Staten Island Railway,7024,43
2022-04-27,Staten Island Railway,6903,43
2022-04-28,Staten Island Railway,6765,42
2022-04-29,Staten Island Railway,5900,36
2022-04-30,Staten Island Railway,2123,41
2022-05-01,Staten Island Railway,2694,77
2022-05-02,Staten Island Railway,5425,31
2022-05-03,Staten Island Railway,7400,43
2022-05-04,Staten Island Railway,6747,39
2022-05-05,Staten Island Railway,7061,41
2022-05-06,Staten Island Railway,5729,33
2022-05-07,Staten Island Railway,1523,31
2022-05-08,Staten Island Railway,1449,41
2022-05-09,Staten Island Railway,6564,38
2022-05-10,Staten Island Railway,7176,41
2022-05-11,Staten Island Railway,7159,41
2022-05-12,Staten Island Railway,6866,39
2022-05-13,Staten Island Railway,6050,35
2022-05-14,Staten Island Railway,69,1
2022-05-15,Staten Island Railway,5,0
2022-05-16,Staten Island Railway,5996,34
2022-05-17,Staten Island Railway,7259,42
2022-05-18,Staten Island Railway,6816,39
2022-05-19,Staten Island Railway,6790,39
2022-05-20,Staten Island Railway,6040,35
2022-05-21,Staten Island Railway,2530,52
2022-05-22,Staten Island Railway,1863,53
2022-05-23,Staten Island Railway,6356,37
2022-05-24,Staten Island Railway,7023,40
2022-05-25,Staten Island Railway,6862,39
2022-05-26,Staten Island Railway,6549,38
2022-05-27,Staten Island Railway,5737,33
2022-05-28,Staten Island Railway,2191,45
2022-05-29,Staten Island Railway,2276,65
2022-05-30,Staten Island Railway,2251,64
2022-05-31,Staten Island Railway,6634,38
2022-06-01,Staten Island Railway,7084,44
2022-06-02,Staten Island Railway,6783,42
2022-06-03,Staten Island Railway,6178,38
2022-06-04,Staten Island Railway,1844,36
2022-06-05,Staten Island Railway,1361,35
2022-06-06,Staten Island Railway,6552,40
2022-06-07,Staten Island Railway,7169,44
2022-06-08,Staten Island Railway,7114,44
2022-06-09,Staten Island Railway,6430,40
2022-06-10,Staten Island Railway,6304,39
2022-06-11,Staten Island Railway,1835,36
2022-06-12,Staten Island Railway,1209,31
2022-06-13,Staten Island Railway,6608,41
2022-06-14,Staten Island Railway,7276,45
2022-06-15,Staten Island Railway,7153,44
2022-06-16,Staten Island Railway,6720,41
2022-06-17,Staten Island Railway,6036,37
2022-06-18,Staten Island Railway,2613,52
2022-06-19,Staten Island Railway,1903,49
2022-06-20,Staten Island Railway,4009,103
2022-06-21,Staten Island Railway,7183,44
2022-06-22,Staten Island Railway,6910,43
2022-06-23,Staten Island Railway,6716,41
2022-06-24,Staten Island Railway,6066,37
2022-06-25,Staten Island Railway,50,1
2022-06-26,Staten Island Railway,618,16
2022-06-27,Staten Island Railway,6260,39
2022-06-28,Staten Island Railway,6903,43
2022-06-29,Staten Island Railway,6792,42
2022-06-30,Staten Island Railway,6407,40
2022-07-01,Staten Island Railway,5291,38
2022-07-02,Staten Island Railway,2042,40
2022-07-03,Staten Island Railway,1909,53
2022-07-04,Staten Island Railway,2148,60
2022-07-05,Staten Island Railway,5935,43
2022-07-06,Staten Island Railway,6448,47
2022-07-07,Staten Island Railway,6463,47
2022-07-08,Staten Island Railway,5625,41
2022-07-09,Staten Island Railway,2563,50
2022-07-10,Staten Island Railway,2016,56
2022-07-11,Staten Island Railway,6163,45
2022-07-12,Staten Island Railway,6780,49
2022-07-13,Staten Island Railway,6536,47
2022-07-14,Staten Island Railway,6413,47
2022-07-15,Staten Island Railway,5527,40
2022-07-16,Staten Island Railway,64,1
2022-07-17,Staten Island Railway,7,0
2022-07-18,Staten Island Railway,5543,40
2022-07-19,Staten Island Railway,6593,48
2022-07-20,Staten Island Railway,6167,45
2022-07-21,Staten Island Railway,6166,45
2022-07-22,Staten Island Railway,5322,39
2022-07-23,Staten Island Railway,32,1
2022-07-24,Staten Island Railway,6,0
2022-07-25,Staten Island Railway,5692,41
2022-07-26,Staten Island Railway,6479,47
2022-07-27,Staten Island Railway,6667,48
2022-07-28,Staten Island Railway,6421,47
2022-07-29,Staten Island Railway,5532,40
2022-07-30,Staten Island Railway,56,1
2022-07-31,Staten Island Railway,3,0
2022-08-01,Staten Island Railway,5673,42
2022-08-02,Staten Island Railway,6452,48
2022-08-03,Staten Island Railway,6170,46
2022-08-04,Staten Island Railway,5409,40
2022-08-05,Staten Island Railway,4754,36
2022-08-06,Staten Island Railway,33,1
2022-08-07,Staten Island Railway,153,4
2022-08-08,Staten Island Railway,5496,41
2022-08-09,Staten Island Railway,5935,44
2022-08-10,Staten Island Railway,6117,46
2022-08-11,Staten Island Railway,5842,44
2022-08-12,Staten Island Railway,5422,41
2022-08-13,Staten Island Railway,1632,35
2022-08-14,Staten Island Railway,1339,37
2022-08-15,Staten Island Railway,5395,40
2022-08-16,Staten Island Railway,6228,47
2022-08-17,Staten Island Railway,6080,45
2022-08-18,Staten Island Railway,5834,44
2022-08-19,Staten Island Railway,5132,38
2022-08-20,Staten Island Railway,1699,36
2022-08-21,Staten Island Railway,1272,35
