Date,Transport_Type,Total_Ridership,Percent_compared_to_pre_pandemic_day
2022-06-03,Subways,3283271,59
2022-06-04,Subways,2178024,68
2022-06-05,Subways,1724983,66
2022-06-06,Subways,3092181,55
2022-06-07,Subways,3392224,60
2022-06-08,Subways,3492805,62
2022-06-09,Subways,3297157,59
2022-06-10,Subways,3376125,60
2022-06-11,Subways,2231451,69
2022-06-12,Subways,1674607,64
2022-06-13,Subways,3168681,56
2022-06-14,Subways,3494822,62
2022-06-15,Subways,3526802,63
2022-06-16,Subways,3409624,61
2022-06-17,Subways,3247379,58
2022-06-18,Subways,2186635,68
2022-06-19,Subways,1725762,66
2022-06-20,Subways,2460659,94
2022-06-21,Subways,3339793,60
2022-06-22,Subways,3357113,60
2022-06-23,Subways,3407485,61
2022-06-24,Subways,3296412,59
2022-06-25,Subways,2286963,71
2022-06-26,Subways,2011977,77
2022-06-27,Subways,2932598,52
2022-06-28,Subways,3248338,58
2022-06-29,Subways,3249261,58
2022-06-30,Subways,3151572,56
2022-07-01,Subways,2827549,54
2022-07-02,Subways,1847093,65
2022-07-03,Subways,1654774,71
2022-07-04,Subways,1608084,69
2022-07-05,Subways,2802814,53
2022-07-06,Subways,3066462,58
2022-07-07,Subways,3115604,59
2022-07-08,Subways,2902322,55
2022-07-09,Subways,2061419,73
2022-07-10,Subways,1681041,72
2022-07-11,Subways,2876587,54
2022-07-12,Subways,3148320,60
2022-07-13,Subways,3229387,61
2022-07-14,Subways,3203104,61
2022-07-15,Subways,3021651,57
2022-07-16,Subways,2093206,74
2022-07-17,Subways,1674922,72
2022-07-18,Subways,2720012,52
2022-07-19,Subways,3169016,60
2022-07-20,Subways,3190942,60
2022-07-21,Subways,3109097,59
2022-07-22,Subways,2942752,56
2022-07-23,Subways,2028696,72
2022-07-24,Subways,1596195,68
2022-07-25,Subways,2727722,52
2022-07-26,Subways,3175001,60
2022-07-27,Subways,3232796,61
2022-07-28,Subways,3151913,60
2022-07-29,Subways,2932846,56
2022-07-30,Subways,2074421,73
2022-07-31,Subways,1649097,71
2022-08-01,Subways,2739262,53
2022-08-02,Subways,3070101,60
2022-08-03,Subways,3124038,61
2022-08-04,Subways,3049076,59
2022-08-05,Subways,2822155,55
2022-08-06,Subways,1999580,68
2022-08-07,Subways,1542311,65
2022-08-08,Subways,2705428,53
2022-08-09,Subways,3013784,59
2022-08-10,Subways,3134434,61
2022-08-11,Subways,3093548,60
2022-08-12,Subways,2963913,58
2022-08-13,Subways,2089217,71
2022-08-14,Subways,1677803,70
2022-08-15,Subways,2768347,54
2022-08-16,Subways,3045892,59
2022-08-17,Subways,3074027,60
2022-08-18,Subways,3077928,60
2022-08-19,Subways,2918737,57
2022-08-20,Subways,2038622,69
2022-08-21,Subways,1619422,68
2022-08-22,Subways,2622885,51
2022-08-23,Subways,2992615,58
2022-08-24,Subways,3020710,59
2022-08-25,Subways,3090901,60
2022-08-26,Subways,2863653,56
2022-08-27,Subways,2066542,70
2022-08-28,Subways,1651689,69
2022-08-29,Subways,2836374,55
2022-08-30,Subways,3091873,60
2022-08-31,Subways,3144027,61
2022-09-01,Subways,3114667,54
2022-09-02,Subways,2925306,51
2022-09-03,Subways,2116811,66
2022-09-04,Subways,1802349,71
2022-09-05,Subways,1691887,66
2022-09-06,Subways,3063503,53
2022-09-07,Subways,3444556,60
2022-09-08,Subways,3644407,63
2022-09-09,Subways,3481756,60
2022-09-10,Subways,2356865,73
2022-09-11,Subways,1737251,68
2022-09-12,Subways,3382150,59
2022-09-13,Subways,3618354,63
2022-09-14,Subways,3741978,65
2022-09-15,Subways,3747731,65
2022-09-16,Subways,3502358,61
2022-09-17,Subways,2350888,73
2022-09-18,Subways,1844317,72
2022-09-19,Subways,3369999,58
2022-09-20,Subways,3767024,65
2022-09-21,Subways,3878782,67
2022-09-22,Subways,3732919,65
2022-09-23,Subways,3626482,63
2022-09-24,Subways,2377091,74
2022-09-25,Subways,1759832,69
2022-09-26,Subways,2812853,49
2022-09-27,Subways,3204114,56
2022-09-28,Subways,3712354,64
2022-09-29,Subways,3707751,64
2022-09-30,Subways,3503239,61
2022-10-01,Subways,2032983,61
2022-10-02,Subways,1621851,66
2022-10-03,Subways,3370048,59
2022-10-04,Subways,3397689,59
2022-10-05,Subways,3077346,54
2022-10-06,Subways,3848909,67
2022-10-07,Subways,3591080,62
2022-10-08,Subways,2397249,72
2022-10-09,Subways,1917721,78
2022-10-10,Subways,2556722,44
2022-10-11,Subways,3649405,63
2022-10-12,Subways,3776129,66
2022-10-13,Subways,3682799,64
2022-10-14,Subways,3578772,62
2022-10-15,Subways,2363501,71
2022-10-16,Subways,1773903,72
2022-10-17,Subways,3314497,58
2022-10-18,Subways,3693627,64
2022-10-19,Subways,3814404,66
2022-10-20,Subways,3810901,66
2022-10-21,Subways,3570334,62
2022-10-22,Subways,2430406,73
2022-10-23,Subways,1740520,71
2022-10-24,Subways,3357840,58
2022-10-25,Subways,3712582,65
2022-10-26,Subways,3794534,66
2022-10-27,Subways,3892985,68
2022-10-28,Subways,3624748,63
2022-10-29,Subways,2440601,73
2022-10-30,Subways,1875953,76
2022-10-31,Subways,3410892,59
2022-11-01,Subways,3706707,66
2022-11-02,Subways,3788123,67
2022-11-03,Subways,3802455,67
2022-11-04,Subways,3586358,64
2022-11-05,Subways,2449943,78
2022-11-06,Subways,2116063,84
2022-11-07,Subways,3456868,61
2022-11-08,Subways,3431700,61
2022-11-09,Subways,3772030,67
2022-11-10,Subways,3802230,67
2022-11-11,Subways,2994708,119
2022-11-12,Subways,2431419,77
2022-11-13,Subways,1794024,71
2022-11-14,Subways,3401075,60
2022-11-15,Subways,3713627,66
2022-11-16,Subways,3751773,67
2022-11-17,Subways,3797815,67
2022-11-18,Subways,3539202,63
2022-11-19,Subways,2323449,74
2022-11-20,Subways,1721187,68
2022-11-21,Subways,3363626,60
2022-11-22,Subways,3548882,63
2022-11-23,Subways,3263998,58
2022-11-24,Subways,1382266,55
2022-11-25,Subways,2058658,82
2022-11-26,Subways,1999608,63
2022-11-27,Subways,1476228,59
2022-11-28,Subways,3265971,58
2022-11-29,Subways,3596894,64
2022-11-30,Subways,3568413,63
2022-12-01,Subways,3770495,71
2022-12-02,Subways,3600504,67
2022-12-03,Subways,2291687,69
2022-12-04,Subways,1990479,78
2022-12-05,Subways,3481640,65
2022-12-06,Subways,3753299,70
2022-12-07,Subways,3835333,72
2022-12-08,Subways,3931499,74
2022-12-09,Subways,3710928,69
2022-12-10,Subways,2663493,80
2022-12-11,Subways,1865579,73
2022-12-12,Subways,3466978,65
2022-12-13,Subways,3763568,70
2022-12-14,Subways,3777173,71
2022-12-15,Subways,3726154,70
2022-12-16,Subways,3270016,61
2022-12-17,Subways,2577771,78
2022-12-18,Subways,1967199,77
2022-12-19,Subways,3381411,63
2022-12-20,Subways,3586084,67
2022-12-21,Subways,3563236,67
2022-12-22,Subways,3187083,60
2022-12-23,Subways,2738016,51
2022-12-24,Subways,1411469,43
2022-12-25,Subways,1008452,40
2022-12-26,Subways,1812842,71
2022-12-27,Subways,2729514,51
2022-12-28,Subways,2947028,55
2022-12-29,Subways,3039432,57
2022-12-30,Subways,3063480,57
2022-12-31,Subways,1927101,58
2023-01-01,Subways,1675507,80
2023-01-02,Subways,1938154,93
2023-01-03,Subways,3175777,62
2023-01-04,Subways,3413052,66
2023-01-05,Subways,3428520,67
2023-01-06,Subways,3229858,63
2023-01-07,Subways,2116138,78
2023-01-08,Subways,1610764,77
2023-01-09,Subways,3145743,61
2023-01-10,Subways,3469177,67
2023-01-11,Subways,3508962,68
2023-01-12,Subways,3472709,68
2023-01-13,Subways,3270020,64
2023-01-14,Subways,2072387,77
2023-01-15,Subways,1705804,82
2023-01-16,Subways,2172218,104
2023-01-17,Subways,3451604,67
2023-01-18,Subways,3603344,70
2023-01-19,Subways,3492226,68
2023-01-20,Subways,3375887,66
2023-01-21,Subways,2137169,79
2023-01-22,Subways,1593386,76
2023-01-23,Subways,3135214,61
2023-01-24,Subways,3566756,69
2023-01-25,Subways,3511071,68
2023-01-26,Subways,3629029,71
2023-01-27,Subways,3335372,65
2023-01-28,Subways,2248107,83
2023-01-29,Subways,1637398,78
2023-01-30,Subways,3223530,63
2023-01-31,Subways,3654404,71
2023-02-01,Subways,3682758,68
2023-02-02,Subways,3699932,68
2023-02-03,Subways,3189550,59
2023-02-04,Subways,1742435,61
2023-02-05,Subways,1625375,74
2023-02-06,Subways,3372445,62
2023-02-07,Subways,3738539,69
2023-02-08,Subways,3780682,70
2023-02-09,Subways,3754859,69
2023-02-10,Subways,3539529,65
2023-02-11,Subways,2333625,81
2023-02-12,Subways,1746099,80
2023-02-13,Subways,3303337,61
2023-02-14,Subways,3812943,70
2023-02-15,Subways,3762817,69
2023-02-16,Subways,3683782,68
2023-02-17,Subways,3253165,60
2023-02-18,Subways,2271106,79
2023-02-19,Subways,1824136,83
2023-02-20,Subways,2238557,102
2023-02-21,Subways,3325542,61
2023-02-22,Subways,3454362,64
2023-02-23,Subways,3498367,64
2023-02-24,Subways,3246699,60
2023-02-25,Subways,2043635,71
2023-02-26,Subways,1625191,74
2023-02-27,Subways,3337916,62
2023-02-28,Subways,3412079,63
2023-03-01,Subways,3780713,68
2023-03-02,Subways,3765925,68
2023-03-03,Subways,3481830,63
2023-03-04,Subways,2173217,71
2023-03-05,Subways,1772121,77
2023-03-06,Subways,3427019,62
2023-03-07,Subways,3773780,68
2023-03-08,Subways,3842861,69
2023-03-09,Subways,3827656,69
2023-03-10,Subways,3502339,63
2023-03-11,Subways,2230530,73
2023-03-12,Subways,1773585,77
2023-03-13,Subways,3352388,60
2023-03-14,Subways,3577250,64
2023-03-15,Subways,3912366,70
2023-03-16,Subways,3949788,71
2023-03-17,Subways,3661519,66
2023-03-18,Subways,2417873,79
2023-03-19,Subways,1894476,83
2023-03-20,Subways,3442589,62
2023-03-21,Subways,3801084,68
2023-03-22,Subways,3797399,68
2023-03-23,Subways,3774396,68
2023-03-24,Subways,3534300,63
2023-03-25,Subways,2153554,70
2023-03-26,Subways,1939984,85
2023-03-27,Subways,3397258,61
2023-03-28,Subways,3765920,68
2023-03-29,Subways,3872948,70
2023-03-30,Subways,3860289,69
2023-03-31,Subways,3573735,64
2023-04-01,Subways,2283533,72
2023-04-02,Subways,1949665,80
2023-04-03,Subways,3597785,65
2023-04-04,Subways,3906882,70
2023-04-05,Subways,3799965,68
2023-04-06,Subways,3421271,61
2023-04-07,Subways,3130675,56
2023-04-08,Subways,2393347,76
2023-04-09,Subways,1855826,76
2023-04-10,Subways,3142740,56
2023-04-11,Subways,3537843,63
2023-04-12,Subways,3576687,64
2023-04-13,Subways,3628304,65
2023-04-14,Subways,3471420,62
2023-04-15,Subways,2365464,75
2023-04-16,Subways,1864753,77
2023-04-17,Subways,3418834,61
2023-04-18,Subways,3862133,69
2023-04-19,Subways,3927706,70
2023-04-20,Subways,4002433,72
2023-04-21,Subways,3492257,63
2023-04-22,Subways,2506140,79
2023-04-23,Subways,1923243,79
2023-04-24,Subways,3561262,64
2023-04-25,Subways,3956922,71
2023-04-26,Subways,3994837,72
2023-04-27,Subways,3999831,72
2023-04-28,Subways,3703088,66
2023-04-29,Subways,2179978,69
2023-04-30,Subways,1744098,72
2023-05-01,Subways,3664755,64
2023-05-02,Subways,3961858,69
2023-05-03,Subways,4030601,70
2023-05-04,Subways,3985001,70
2023-05-05,Subways,3759375,66
2023-05-06,Subways,2563102,80
2023-05-07,Subways,2033790,85
2023-05-08,Subways,3563340,62
2023-05-09,Subways,3925555,69
2023-05-10,Subways,4014009,70
2023-05-11,Subways,4015942,70
2023-05-12,Subways,3723192,65
2023-05-13,Subways,2487178,77
2023-05-14,Subways,1926966,81
2023-05-15,Subways,3553443,62
2023-05-16,Subways,4002015,70
2023-05-17,Subways,4104786,72
2023-05-18,Subways,4082154,71
2023-05-19,Subways,3789929,66
2023-05-20,Subways,2314672,72
2023-05-21,Subways,2132724,89
2023-05-22,Subways,3571748,62
2023-05-23,Subways,3929003,69
2023-05-24,Subways,3960264,69
2023-05-25,Subways,3859385,67
2023-05-26,Subways,3496511,61
2023-05-27,Subways,2375741,74
2023-05-28,Subways,2029088,85
2023-05-29,Subways,1952779,82
2023-05-30,Subways,3714864,65
2023-05-31,Subways,3911382,68
2023-06-01,Subways,3894167,69
2023-06-02,Subways,3626490,65
2023-06-03,Subways,2411704,75
2023-06-04,Subways,1988330,76
2023-06-05,Subways,3544106,63
2023-06-06,Subways,3929131,70
2023-06-07,Subways,3743889,67
2023-06-08,Subways,3268529,58
2023-06-09,Subways,3425232,61
2023-06-10,Subways,2608756,81
2023-06-11,Subways,2075651,79
2023-06-12,Subways,3479404,62
2023-06-13,Subways,3968160,71
2023-06-14,Subways,3893073,69
2023-06-15,Subways,3928393,70
2023-06-16,Subways,3395938,61
2023-06-17,Subways,2399521,74
2023-06-18,Subways,1977582,76
2023-06-19,Subways,2636887,101
2023-06-20,Subways,3782810,67
2023-06-21,Subways,3902298,70
2023-06-22,Subways,3782472,67
2023-06-23,Subways,3470575,62
2023-06-24,Subways,2467994,77
2023-06-25,Subways,2222704,85
2023-06-26,Subways,3341322,60
2023-06-27,Subways,3744227,67
2023-06-28,Subways,3634270,65
2023-06-29,Subways,3653631,65
2023-06-30,Subways,3259767,58
2023-07-01,Subways,2239529,79
2023-07-02,Subways,1783757,76
2023-07-03,Subways,2662052,50
2023-07-04,Subways,1791179,77
2023-07-05,Subways,3318379,63
2023-07-06,Subways,3494806,66
2023-07-07,Subways,3292266,62
2023-07-08,Subways,2308794,82
2023-07-09,Subways,1776607,76
2023-07-10,Subways,3208730,61
2023-07-11,Subways,3613670,68
2023-07-12,Subways,3696737,70
2023-07-13,Subways,3648007,69
2023-07-14,Subways,3209393,61
2023-07-15,Subways,2326054,82
2023-07-16,Subways,1599858,68
2023-07-17,Subways,3282092,62
2023-07-18,Subways,3584819,68
2023-07-19,Subways,3679343,70
2023-07-20,Subways,3711017,70
2023-07-21,Subways,3227154,61
2023-07-22,Subways,2459990,87
2023-07-23,Subways,1984503,85
2023-07-24,Subways,3255379,62
2023-07-25,Subways,3630414,69
2023-07-26,Subways,3758378,71
2023-07-27,Subways,3580012,68
2023-07-28,Subways,3266199,62
2023-07-29,Subways,2251524,80
2023-07-30,Subways,1952433,83
2023-07-31,Subways,3204920,61
2023-08-01,Subways,3598379,70
2023-08-02,Subways,3640307,71
2023-08-03,Subways,3609076,70
2023-08-04,Subways,3228510,63
2023-08-05,Subways,2364364,80
2023-08-06,Subways,1910841,80
2023-08-07,Subways,3041001,59
2023-08-08,Subways,3510047,68
2023-08-09,Subways,3613062,70
2023-08-10,Subways,3429304,67
2023-08-11,Subways,3311714,64
2023-08-12,Subways,2366787,81
2023-08-13,Subways,1953558,82
2023-08-14,Subways,3092801,60
2023-08-15,Subways,3385996,66
2023-08-16,Subways,3447648,67
2023-08-17,Subways,3385056,66
2023-08-18,Subways,3182516,62
2023-08-19,Subways,2358962,80
2023-08-20,Subways,1870625,79
2023-08-21,Subways,2971166,58
2023-08-22,Subways,3352769,65
2023-08-23,Subways,3412842,66
2023-08-24,Subways,3297927,64
2023-08-25,Subways,3034255,59
2023-08-26,Subways,2281885,78
2023-08-27,Subways,1909806,80
2023-08-28,Subways,3121505,61
2023-08-29,Subways,3401088,66
2023-08-30,Subways,3462970,67
2023-08-31,Subways,3450532,67
2023-09-01,Subways,3196284,55
2023-09-02,Subways,2307416,72
2023-09-03,Subways,2013506,79
2023-09-04,Subways,1879819,74
2023-09-05,Subways,3483755,60
2023-09-06,Subways,3712071,64
2023-09-07,Subways,3867746,67
2023-09-08,Subways,3609701,63
2023-09-09,Subways,2425515,75
2023-09-10,Subways,1822230,72
2023-09-11,Subways,3596538,62
2023-09-12,Subways,4014480,70
2023-09-13,Subways,3938516,68
2023-09-14,Subways,4045169,70
2023-09-15,Subways,3694845,64
2023-09-16,Subways,2446139,76
2023-09-17,Subways,1988003,78
2023-09-18,Subways,3539047,61
2023-09-19,Subways,4140301,72
2023-09-20,Subways,4179861,72
2023-09-21,Subways,4139288,72
2023-09-22,Subways,3840412,67
2023-09-23,Subways,2116140,66
2023-09-24,Subways,1701656,67
2023-09-25,Subways,2885921,50
2023-09-26,Subways,3946624,68
2023-09-27,Subways,4074930,71
2023-09-28,Subways,4051444,70
2023-09-29,Subways,2467295,43
2023-09-30,Subways,2205573,68
2023-10-01,Subways,1995361,81
2023-10-02,Subways,3649389,63
2023-10-03,Subways,4008201,70
2023-10-04,Subways,4026878,70
2023-10-05,Subways,4030304,70
2023-10-06,Subways,3639729,63
2023-10-07,Subways,2199478,66
2023-10-08,Subways,2044534,83
2023-10-09,Subways,2833654,49
2023-10-10,Subways,3954925,69
2023-10-11,Subways,4056504,71
2023-10-12,Subways,4104598,71
2023-10-13,Subways,3560964,62
2023-10-14,Subways,2219786,67
2023-10-15,Subways,2013096,82
2023-10-16,Subways,3661144,64
2023-10-17,Subways,4021342,70
2023-10-18,Subways,4074460,71
2023-10-19,Subways,4121563,72
2023-10-20,Subways,3616336,63
2023-10-21,Subways,2438387,73
2023-10-22,Subways,1983271,81
2023-10-23,Subways,3667240,64
2023-10-24,Subways,4040571,70
2023-10-25,Subways,4120011,72
2023-10-26,Subways,4142420,72
2023-10-27,Subways,3853546,67
2023-10-28,Subways,2743759,82
2023-10-29,Subways,1834459,75
2023-10-30,Subways,3623778,63
2023-10-31,Subways,4016482,70
2023-11-01,Subways,4043524,72
2023-11-02,Subways,4082807,72
2023-11-03,Subways,3808235,68
2023-11-04,Subways,2588115,82
2023-11-05,Subways,2310457,92
2023-11-06,Subways,3686141,65
2023-11-07,Subways,3655078,65
2023-11-08,Subways,4066029,72
2023-11-09,Subways,4020939,71
2023-11-10,Subways,3611367,143
2023-11-11,Subways,2588540,82
2023-11-12,Subways,1947270,77
2023-11-13,Subways,3597029,64
2023-11-14,Subways,3991767,71
2023-11-15,Subways,4036442,72
2023-11-16,Subways,4048862,72
2023-11-17,Subways,3741391,66
2023-11-18,Subways,2477547,78
2023-11-19,Subways,1943926,77
2023-11-20,Subways,3647283,65
2023-11-21,Subways,3774952,67
2023-11-22,Subways,3378351,60
2023-11-23,Subways,1628385,65
2023-11-24,Subways,2457591,97
2023-11-25,Subways,2123590,67
2023-11-26,Subways,1686490,67
2023-11-27,Subways,3523494,63
2023-11-28,Subways,3916476,69
2023-11-29,Subways,4032882,72
2023-11-30,Subways,4072271,72
2023-12-01,Subways,3723171,70
2023-12-02,Subways,2748170,83
2023-12-03,Subways,1827959,72
2023-12-04,Subways,3709458,69
2023-12-05,Subways,3991835,75
2023-12-06,Subways,4116059,77
2023-12-07,Subways,4088438,77
2023-12-08,Subways,3863961,72
2023-12-09,Subways,2922085,88
2023-12-10,Subways,1838048,72
2023-12-11,Subways,3642743,68
2023-12-12,Subways,4051574,76
2023-12-13,Subways,4067457,76
2023-12-14,Subways,4122091,77
2023-12-15,Subways,3845234,72
2023-12-16,Subways,2866544,86
2023-12-17,Subways,1954707,77
2023-12-18,Subways,3314782,62
2023-12-19,Subways,3912934,73
2023-12-20,Subways,3838407,72
2023-12-21,Subways,3675448,69
2023-12-22,Subways,3372318,63
2023-12-23,Subways,2244175,68
2023-12-24,Subways,1657096,65
2023-12-25,Subways,1273729,50
2023-12-26,Subways,2668642,50
2023-12-27,Subways,2912007,55
2023-12-28,Subways,3064841,57
2023-12-29,Subways,3198885,60
2023-12-30,Subways,2440211,74
2023-12-31,Subways,1934651,76
2024-01-01,Subways,1648734,79
2024-01-02,Subways,3290639,64
2024-01-03,Subways,3555082,69
2024-01-04,Subways,3560703,69
2024-01-05,Subways,3263064,63
2024-01-06,Subways,1942458,72
2024-01-07,Subways,1472438,70
2024-01-08,Subways,3303727,64
2024-01-09,Subways,3353192,65
2024-01-10,Subways,3557166,69
2024-01-11,Subways,3688916,72
2024-01-12,Subways,3365791,65
2024-01-13,Subways,2167383,80
2024-01-14,Subways,1743556,83
2024-01-15,Subways,2169917,104
2024-01-16,Subways,3235935,63
2024-01-17,Subways,3616923,70
2024-01-18,Subways,3655850,71
2024-01-19,Subways,3176408,62
2024-01-20,Subways,2024041,75
2024-01-21,Subways,1576126,75
2024-01-22,Subways,3305387,64
2024-01-23,Subways,3652488,71
2024-01-24,Subways,3666907,71
2024-01-25,Subways,3681867,72
2024-01-26,Subways,3380816,66
2024-01-27,Subways,2283244,84
2024-01-28,Subways,1549077,74
2024-01-29,Subways,3297571,64
2024-01-30,Subways,3717520,72
2024-01-31,Subways,3808584,74
2024-02-01,Subways,3814682,70
2024-02-02,Subways,3457807,64
2024-02-03,Subways,2324038,81
2024-02-04,Subways,1742107,79
2024-02-05,Subways,3481777,64
2024-02-06,Subways,3857533,71
2024-02-07,Subways,3900992,72
2024-02-08,Subways,3903673,72
2024-02-09,Subways,3547321,65
2024-02-10,Subways,2385448,83
2024-02-11,Subways,1774698,81
2024-02-12,Subways,3374596,62
2024-02-13,Subways,2273584,42
2024-02-14,Subways,3963628,73
2024-02-15,Subways,3874860,71
2024-02-16,Subways,3504536,65
2024-02-17,Subways,2178047,76
2024-02-18,Subways,1850840,84
2024-02-19,Subways,2244741,102
2024-02-20,Subways,3490990,64
2024-02-21,Subways,3591484,66
2024-02-22,Subways,3588173,66
2024-02-23,Subways,3219121,59
2024-02-24,Subways,2308808,80
2024-02-25,Subways,1740477,79
2024-02-26,Subways,3439079,63
2024-02-27,Subways,3802458,70
2024-02-28,Subways,3784177,70
2024-02-29,Subways,3905888,72
2024-03-01,Subways,3573658,64
2024-03-02,Subways,2094029,68
2024-03-03,Subways,1961510,86
2024-03-04,Subways,3539671,64
2024-03-05,Subways,3819514,69
2024-03-06,Subways,3865589,69
2024-03-07,Subways,3893731,70
2024-03-08,Subways,3685219,66
2024-03-09,Subways,2128635,69
2024-03-10,Subways,1803578,79
2024-03-11,Subways,3497588,63
2024-03-12,Subways,3988438,72
2024-03-13,Subways,4024943,72
2024-03-14,Subways,4049186,73
2024-03-15,Subways,3643013,65
2024-03-16,Subways,2553056,83
2024-03-17,Subways,1972170,86
2024-03-18,Subways,3482565,63
2024-03-19,Subways,3869116,69
2024-03-20,Subways,3886104,70
2024-03-21,Subways,3862248,69
2024-03-22,Subways,3581959,64
2024-03-23,Subways,1863863,61
2024-03-24,Subways,1912946,83
2024-03-25,Subways,3583716,64
2024-03-26,Subways,3969793,71
2024-03-27,Subways,4014011,72
2024-03-28,Subways,3910547,70
2024-03-29,Subways,3372535,61
2024-03-30,Subways,2526569,82
2024-03-31,Subways,1936295,84
2024-04-01,Subways,3321989,60
2024-04-02,Subways,3900061,70
2024-04-03,Subways,3890305,70
2024-04-04,Subways,4100733,74
2024-04-05,Subways,3800800,68
2024-04-06,Subways,2477127,78
2024-04-07,Subways,1899641,78
2024-04-08,Subways,3506719,63
2024-04-09,Subways,4042674,72
2024-04-10,Subways,3791945,68
2024-04-11,Subways,4000485,72
2024-04-12,Subways,3668439,66
